Street , Type, Room, Occupants,Appliance,Floor,Occupancy,Summer,Winter
Menlo , Bungalow, 1, 1, 3, 1, 93,207, 124.2
Adams , Apartment, 2, 6, 4, 1, 90,282, 169.2
Ellendale , Bungalow, 1, 2, 4, 0, 104,152, 182.4
Menlo , Bungalow, 1, 1, 2, 1, 93,264, 158.4
Vermont , Bungalow, 3, 3, 7, 0, 87,198, 237.6
ThirtyWest , Bungalow, 3, 5, 8, 1, 101,204, 122.4
Hoover , Bungalow, 3, 4, 8, 0, 94,121, 145.2
Figueroa , Bungalow, 1, 2, 3, 0, 93,197, 236.4
Jefferson , Apartment, 3, 5, 8, 0, 87,149, 178.8
Adams , Bungalow, 3, 3, 8, 1, 97,204, 122.4
Figueroa , Bungalow, 1, 1, 4, 1, 103,205.5, 123.3
ThirtyWest , Bungalow, 3, 3, 6, 0, 86,136, 163.2
Ellendale , Bungalow, 1, 1, 4, 1, 88,216, 129.6
Jefferson , Bungalow, 1, 1, 2, 0, 86,143, 171.6
Figueroa , Bungalow, 1, 1, 3, 1, 90,201, 120.6
Jefferson , Apartment, 3, 4, 6, 1, 100,244.5, 146.7
Ellendale , Bungalow, 1, 2, 2, 0, 99,191, 229.2
Vermont , Bungalow, 3, 4, 7, 0, 103,189, 226.8
Jefferson , Bungalow, 1, 1, 3, 1, 85,190.5, 114.3
Ellendale , Bungalow, 2, 4, 5, 1, 96,220.5, 132.3
Menlo , Bungalow, 2, 6, 4, 0, 96,102, 122.4
Menlo , Bungalow, 1, 2, 4, 0, 85,191, 229.2
Orchard , Bungalow, 2, 3, 4, 1, 99,268.5, 161.1
Orchard , Apartment, 1, 2, 3, 1, 102,285, 171
Ellendale , Apartment, 3, 3, 8, 1, 86,286.5, 171.9
Menlo , Apartment, 3, 4, 6, 0, 100,101, 121.2
Vermont , Apartment, 2, 6, 5, 0, 100,113, 135.6
ThirtyWest , Bungalow, 2, 5, 5, 0, 87,109, 130.8
Orchard , Bungalow, 2, 6, 5, 0, 98,131, 157.2
TwentyThird , Bungalow, 2, 4, 4, 0, 104,163, 195.6
Ellendale , Apartment, 2, 3, 5, 1, 98,240, 144
Figueroa , Apartment, 3, 4, 6, 0, 88,168, 201.6
Figueroa , Apartment, 3, 6, 8, 1, 97,261, 156.6
TwentyThird , Apartment, 2, 5, 5, 1, 101,153, 91.8
Menlo , Apartment, 3, 3, 7, 1, 86,202.5, 121.5
Ellendale , Apartment, 3, 6, 6, 1, 94,235.5, 141.3
Jefferson , Bungalow, 1, 1, 3, 1, 91,195, 117
Vermont , Bungalow, 1, 1, 3, 0, 85,128, 153.6
ThirtyWest , Bungalow, 2, 3, 4, 1, 102,231, 138.6
Menlo , Bungalow, 1, 1, 4, 0, 92,112, 134.4
Hoover , Bungalow, 2, 5, 4, 1, 103,157.5, 94.5
Jefferson , Bungalow, 1, 1, 2, 1, 101,259.5, 155.7
Orchard , Apartment, 3, 6, 8, 0, 94,186, 223.2
ThirtyWest , Bungalow, 1, 2, 2, 0, 96,195, 234
Hoover , Bungalow, 3, 6, 7, 1, 88,153, 91.8
Jefferson , Apartment, 3, 3, 6, 0, 102,130, 156
TwentyThird , Bungalow, 2, 4, 6, 0, 96,129, 154.8
Vermont , Bungalow, 2, 4, 5, 0, 94,103, 123.6
Orchard , Bungalow, 3, 4, 8, 0, 104,173, 207.6
Ellendale , Bungalow, 3, 4, 6, 0, 89,145, 174
TwentyThird , Bungalow, 2, 3, 4, 0, 94,144, 172.8
Hoover , Bungalow, 2, 3, 5, 1, 86,226.5, 135.9
Jefferson , Bungalow, 3, 3, 7, 1, 95,213, 127.8
Adams , Apartment, 1, 1, 2, 0, 95,198, 237.6
TwentyThird , Apartment, 1, 1, 3, 0, 99,189, 226.8
TwentyThird , Bungalow, 2, 5, 4, 0, 105,164, 196.8
TwentyThird , Apartment, 1, 1, 2, 1, 86,267, 160.2
Adams , Bungalow, 3, 6, 8, 0, 98,131, 157.2
TwentyThird , Apartment, 3, 3, 6, 0, 104,126, 151.2
Menlo , Apartment, 3, 4, 6, 1, 99,241.5, 144.9
Figueroa , Apartment, 2, 3, 4, 0, 103,139, 166.8
Ellendale , Bungalow, 3, 5, 6, 0, 104,186, 223.2
Orchard , Bungalow, 1, 1, 2, 1, 104,198, 118.8
Ellendale , Bungalow, 3, 6, 8, 1, 105,220.5, 132.3
Hoover , Bungalow, 2, 5, 4, 1, 105,243, 145.8
Hoover , Apartment, 1, 1, 4, 0, 105,173, 207.6
Jefferson , Apartment, 3, 3, 8, 1, 91,252, 151.2
Ellendale , Bungalow, 3, 4, 7, 1, 104,271.5, 162.9
Orchard , Bungalow, 2, 6, 4, 0, 94,125, 150
Hoover , Bungalow, 1, 1, 3, 0, 97,144, 172.8
Figueroa , Bungalow, 3, 6, 6, 0, 105,156, 187.2
Figueroa , Apartment, 1, 2, 4, 1, 95,246, 147.6
TwentyThird , Apartment, 3, 6, 7, 1, 104,235.5, 141.3
Menlo , Apartment, 1, 1, 4, 1, 96,178.5, 107.1
TwentyThird , Apartment, 1, 1, 2, 1, 88,190.5, 114.3
Menlo , Apartment, 1, 2, 2, 1, 87,163.5, 98.1
Adams , Apartment, 2, 5, 6, 0, 91,124, 148.8
ThirtyWest , Bungalow, 1, 2, 2, 1, 104,300, 180
Jefferson , Bungalow, 2, 3, 4, 1, 102,249, 149.4
Orchard , Apartment, 3, 4, 6, 1, 105,184.5, 110.7
Jefferson , Apartment, 2, 5, 5, 1, 89,234, 140.4
TwentyThird , Apartment, 1, 2, 4, 1, 94,196.5, 117.9
ThirtyWest , Bungalow, 3, 6, 8, 0, 87,118, 141.6
ThirtyWest , Bungalow, 1, 1, 2, 0, 99,160, 192
ThirtyWest , Apartment, 3, 5, 7, 1, 89,222, 133.2
Figueroa , Apartment, 3, 3, 8, 0, 101,173, 207.6
Jefferson , Apartment, 3, 3, 7, 1, 105,175.5, 105.3
Jefferson , Apartment, 1, 1, 2, 1, 92,157.5, 94.5
Ellendale , Apartment, 3, 6, 6, 1, 88,166.5, 99.9
Ellendale , Bungalow, 3, 4, 7, 0, 88,101, 121.2
Jefferson , Bungalow, 3, 5, 7, 1, 102,238.5, 143.1
Menlo , Bungalow, 3, 5, 6, 0, 97,129, 154.8
Ellendale , Bungalow, 2, 5, 5, 0, 91,199, 238.8
TwentyThird , Apartment, 3, 5, 6, 1, 94,178.5, 107.1
ThirtyWest , Apartment, 3, 6, 6, 0, 92,191, 229.2
Adams , Bungalow, 1, 1, 3, 0, 85,156, 187.2
TwentyThird , Apartment, 3, 5, 6, 1, 103,244.5, 146.7
TwentyThird , Bungalow, 2, 5, 5, 0, 101,111, 133.2
Adams , Bungalow, 2, 3, 5, 0, 93,159, 190.8
Figueroa , Bungalow, 1, 1, 2, 1, 105,172.5, 103.5
TwentyThird , Bungalow, 3, 5, 6, 1, 93,165, 99
Menlo , Bungalow, 3, 3, 6, 0, 94,193, 231.6
Ellendale , Apartment, 1, 1, 4, 1, 86,258, 154.8
Jefferson , Apartment, 1, 1, 4, 1, 91,162, 97.2
Menlo , Bungalow, 3, 5, 8, 1, 101,270, 162
Jefferson , Apartment, 3, 5, 6, 1, 102,162, 97.2
Ellendale , Apartment, 3, 6, 6, 1, 103,174, 104.4
Jefferson , Apartment, 3, 4, 7, 0, 93,148, 177.6
ThirtyWest , Apartment, 1, 1, 2, 1, 92,163.5, 98.1
Menlo , Bungalow, 3, 3, 6, 0, 86,131, 157.2
Hoover , Bungalow, 3, 5, 7, 0, 104,182, 218.4
Vermont , Bungalow, 1, 1, 3, 0, 103,125, 150
Jefferson , Bungalow, 2, 6, 5, 1, 101,208.5, 125.1
Adams , Apartment, 3, 6, 6, 1, 104,154.5, 92.7
TwentyThird , Bungalow, 2, 4, 5, 1, 90,232.5, 139.5
Orchard , Bungalow, 1, 1, 4, 0, 101,142, 170.4
Ellendale , Apartment, 2, 4, 5, 0, 100,198, 237.6
Hoover , Bungalow, 1, 2, 4, 0, 97,176, 211.2
TwentyThird , Bungalow, 2, 3, 6, 0, 95,110, 132
Adams , Bungalow, 1, 1, 3, 0, 103,172, 206.4
Orchard , Apartment, 2, 4, 6, 0, 95,123, 147.6
Figueroa , Apartment, 2, 3, 6, 1, 93,300, 180
Vermont , Apartment, 2, 3, 6, 1, 92,261, 156.6
ThirtyWest , Apartment, 1, 2, 4, 1, 89,282, 169.2
Figueroa , Apartment, 3, 4, 8, 0, 96,168, 201.6
TwentyThird , Bungalow, 2, 3, 5, 0, 97,106, 127.2
Ellendale , Bungalow, 3, 6, 7, 0, 90,187, 224.4
Jefferson , Bungalow, 1, 1, 2, 1, 103,169.5, 101.7
Hoover , Bungalow, 2, 5, 6, 0, 100,141, 169.2
Menlo , Bungalow, 1, 2, 2, 0, 88,145, 174
TwentyThird , Apartment, 1, 1, 2, 1, 90,196.5, 117.9
TwentyThird , Apartment, 1, 1, 4, 0, 92,152, 182.4
ThirtyWest , Apartment, 2, 6, 4, 1, 98,201, 120.6
Adams , Apartment, 2, 3, 5, 0, 94,107, 128.4
Vermont , Apartment, 1, 1, 2, 0, 86,170, 204
Hoover , Bungalow, 1, 1, 3, 0, 91,129, 154.8
ThirtyWest , Bungalow, 2, 6, 6, 1, 93,271.5, 162.9
Ellendale , Bungalow, 2, 4, 6, 0, 104,107, 128.4
Vermont , Bungalow, 3, 3, 8, 0, 103,143, 171.6
Figueroa , Bungalow, 2, 6, 6, 1, 98,174, 104.4
Orchard , Apartment, 3, 4, 8, 1, 104,150, 90
Orchard , Apartment, 2, 4, 4, 0, 85,156, 187.2
ThirtyWest , Apartment, 3, 6, 8, 0, 101,170, 204
ThirtyWest , Bungalow, 2, 5, 6, 1, 104,249, 149.4
Vermont , Bungalow, 2, 4, 6, 0, 93,180, 216
Orchard , Bungalow, 2, 6, 5, 1, 98,268.5, 161.1
Ellendale , Apartment, 3, 5, 8, 1, 102,180, 108
Jefferson , Apartment, 3, 3, 6, 1, 97,196.5, 117.9
TwentyThird , Apartment, 3, 3, 7, 0, 86,137, 164.4
Vermont , Apartment, 2, 6, 6, 1, 105,208.5, 125.1
Vermont , Bungalow, 2, 6, 5, 0, 96,186, 223.2
Figueroa , Bungalow, 2, 6, 6, 0, 104,100, 120
TwentyThird , Bungalow, 1, 2, 3, 1, 102,184.5, 110.7
Jefferson , Apartment, 2, 5, 5, 1, 88,298.5, 179.1
Vermont , Apartment, 2, 3, 4, 1, 94,178.5, 107.1
TwentyThird , Apartment, 3, 4, 8, 1, 85,151.5, 90.9
Vermont , Apartment, 2, 5, 6, 1, 94,151.5, 90.9
TwentyThird , Apartment, 1, 2, 2, 1, 104,280.5, 168.3
Vermont , Bungalow, 1, 2, 3, 1, 96,262.5, 157.5
Jefferson , Apartment, 2, 6, 4, 1, 103,210, 126
Vermont , Apartment, 2, 3, 6, 1, 101,256.5, 153.9
ThirtyWest , Apartment, 3, 3, 6, 1, 89,159, 95.4
Vermont , Apartment, 3, 6, 7, 1, 88,180, 108
TwentyThird , Apartment, 2, 6, 6, 0, 85,194, 232.8
Orchard , Apartment, 1, 1, 2, 1, 87,250.5, 150.3
Jefferson , Apartment, 2, 3, 5, 1, 105,214.5, 128.7
Vermont , Bungalow, 2, 3, 5, 0, 101,145, 174
Hoover , Bungalow, 3, 5, 6, 1, 87,213, 127.8
Vermont , Apartment, 1, 1, 2, 1, 102,153, 91.8
Orchard , Bungalow, 2, 4, 4, 0, 95,120, 144
Vermont , Bungalow, 2, 5, 4, 0, 85,138, 165.6
Jefferson , Bungalow, 3, 3, 7, 1, 103,247.5, 148.5
Jefferson , Apartment, 2, 3, 5, 1, 93,282, 169.2
Adams , Apartment, 3, 3, 8, 1, 93,226.5, 135.9
Menlo , Bungalow, 3, 4, 8, 1, 96,258, 154.8
Figueroa , Bungalow, 1, 2, 4, 1, 91,237, 142.2
Ellendale , Bungalow, 1, 2, 4, 1, 87,288, 172.8
Orchard , Apartment, 2, 5, 5, 1, 86,205.5, 123.3
Orchard , Apartment, 1, 1, 4, 0, 97,145, 174
TwentyThird , Apartment, 3, 6, 8, 1, 89,192, 115.2
Ellendale , Apartment, 2, 4, 6, 0, 95,183, 219.6
TwentyThird , Apartment, 1, 1, 4, 1, 87,249, 149.4
Jefferson , Bungalow, 2, 5, 5, 1, 102,208.5, 125.1
Vermont , Apartment, 1, 2, 4, 0, 97,105, 126
TwentyThird , Apartment, 3, 6, 7, 1, 101,159, 95.4
Figueroa , Apartment, 2, 4, 5, 0, 89,158, 189.6
TwentyThird , Apartment, 1, 2, 4, 1, 86,195, 117
Orchard , Apartment, 3, 3, 6, 0, 99,130, 156
Figueroa , Apartment, 2, 3, 6, 0, 89,149, 178.8
TwentyThird , Apartment, 1, 1, 2, 0, 95,100, 120
Jefferson , Apartment, 2, 3, 5, 0, 101,111, 133.2
Jefferson , Apartment, 3, 4, 6, 1, 89,244.5, 146.7
Jefferson , Apartment, 3, 6, 8, 1, 90,196.5, 117.9
Ellendale , Bungalow, 3, 4, 8, 1, 89,214.5, 128.7
Menlo , Apartment, 2, 3, 4, 0, 96,178, 213.6
TwentyThird , Bungalow, 2, 3, 6, 0, 95,161, 193.2
Jefferson , Bungalow, 3, 6, 6, 0, 93,196, 235.2
Hoover , Apartment, 2, 4, 6, 0, 89,180, 216
Hoover , Apartment, 3, 5, 7, 1, 105,177, 106.2
Adams , Apartment, 3, 3, 8, 1, 92,282, 169.2
Menlo , Bungalow, 3, 6, 7, 0, 90,115, 138
Orchard , Bungalow, 2, 6, 6, 0, 96,185, 222
Vermont , Bungalow, 3, 6, 8, 0, 96,171, 205.2
Hoover , Bungalow, 2, 6, 4, 0, 97,184, 220.8
ThirtyWest , Bungalow, 1, 1, 3, 0, 86,104, 124.8
Adams , Bungalow, 1, 2, 4, 0, 105,140, 168
Hoover , Bungalow, 2, 3, 5, 1, 95,270, 162
Adams , Bungalow, 2, 5, 4, 1, 95,250.5, 150.3
Figueroa , Bungalow, 3, 5, 7, 0, 97,146, 175.2
TwentyThird , Apartment, 3, 6, 6, 1, 92,169.5, 101.7
Adams , Apartment, 2, 6, 4, 0, 85,123, 147.6
Jefferson , Apartment, 1, 2, 2, 1, 100,300, 180
Menlo , Bungalow, 2, 4, 6, 0, 88,119, 142.8
Vermont , Apartment, 1, 1, 2, 1, 94,202.5, 121.5
TwentyThird , Bungalow, 2, 5, 6, 1, 92,213, 127.8
Jefferson , Bungalow, 1, 1, 2, 0, 91,183, 219.6
Hoover , Apartment, 2, 4, 5, 1, 95,223.5, 134.1
ThirtyWest , Apartment, 1, 2, 4, 0, 87,119, 142.8
Adams , Apartment, 3, 4, 8, 0, 89,133, 159.6
Ellendale , Apartment, 2, 4, 6, 0, 85,122, 146.4
Adams , Apartment, 1, 1, 2, 1, 95,229.5, 137.7
Menlo , Apartment, 2, 5, 6, 0, 103,182, 218.4
Figueroa , Apartment, 2, 5, 6, 1, 88,225, 135
Orchard , Bungalow, 1, 1, 4, 0, 101,110, 132
Adams , Bungalow, 2, 6, 5, 1, 92,165, 99
ThirtyWest , Bungalow, 3, 5, 7, 1, 94,162, 97.2
TwentyThird , Bungalow, 3, 4, 6, 1, 89,246, 147.6
ThirtyWest , Bungalow, 1, 1, 3, 0, 100,192, 230.4
Figueroa , Apartment, 1, 2, 4, 0, 100,127, 152.4
Orchard , Apartment, 2, 5, 4, 0, 89,118, 141.6
Menlo , Apartment, 1, 2, 3, 0, 92,135, 162
Menlo , Apartment, 3, 6, 6, 1, 100,207, 124.2
Vermont , Bungalow, 2, 6, 4, 1, 89,187.5, 112.5
Adams , Bungalow, 3, 5, 7, 1, 96,262.5, 157.5
ThirtyWest , Bungalow, 2, 3, 5, 1, 94,219, 131.4
ThirtyWest , Bungalow, 3, 6, 6, 1, 89,159, 95.4
Adams , Bungalow, 2, 4, 5, 1, 85,192, 115.2
Adams , Bungalow, 2, 3, 5, 0, 91,197, 236.4
Ellendale , Apartment, 2, 6, 6, 0, 85,137, 164.4
Vermont , Apartment, 1, 1, 3, 1, 87,166.5, 99.9
Orchard , Bungalow, 3, 3, 8, 1, 101,258, 154.8
Adams , Bungalow, 3, 3, 6, 1, 91,160.5, 96.3
Menlo , Bungalow, 2, 5, 5, 0, 92,110, 132
ThirtyWest , Bungalow, 3, 4, 6, 1, 87,267, 160.2
Menlo , Bungalow, 3, 4, 7, 0, 95,101, 121.2
Vermont , Apartment, 3, 4, 8, 1, 99,295.5, 177.3
Jefferson , Apartment, 1, 1, 3, 1, 97,211.5, 126.9
TwentyThird , Bungalow, 1, 1, 3, 1, 88,157.5, 94.5
Menlo , Apartment, 3, 6, 8, 1, 105,163.5, 98.1
Jefferson , Apartment, 1, 1, 4, 1, 90,169.5, 101.7
Menlo , Apartment, 1, 1, 3, 1, 102,213, 127.8
Orchard , Bungalow, 2, 4, 4, 1, 85,175.5, 105.3
Orchard , Apartment, 2, 5, 6, 0, 86,152, 182.4
Jefferson , Apartment, 3, 4, 7, 0, 85,166, 199.2
Jefferson , Apartment, 1, 1, 2, 1, 97,223.5, 134.1
Ellendale , Apartment, 3, 4, 6, 1, 93,178.5, 107.1
Jefferson , Apartment, 2, 4, 5, 0, 90,102, 122.4
Hoover , Apartment, 3, 4, 7, 1, 92,253.5, 152.1
Vermont , Apartment, 1, 2, 3, 1, 89,235.5, 141.3
Orchard , Apartment, 2, 6, 4, 1, 105,211.5, 126.9
Ellendale , Bungalow, 3, 5, 8, 1, 101,285, 171
Hoover , Apartment, 1, 2, 4, 0, 96,182, 218.4
Ellendale , Bungalow, 3, 3, 8, 1, 93,255, 153
Menlo , Apartment, 1, 1, 2, 0, 105,195, 234
Hoover , Bungalow, 1, 1, 2, 1, 91,253.5, 152.1
Adams , Bungalow, 3, 4, 8, 1, 87,300, 180
Vermont , Bungalow, 2, 3, 4, 0, 105,111, 133.2
TwentyThird , Bungalow, 1, 1, 2, 1, 97,157.5, 94.5
Hoover , Bungalow, 1, 2, 4, 0, 88,184, 220.8
Menlo , Bungalow, 2, 3, 4, 1, 86,210, 126
Ellendale , Bungalow, 1, 1, 2, 1, 97,208.5, 125.1
Orchard , Bungalow, 3, 4, 6, 0, 90,166, 199.2
Vermont , Apartment, 2, 5, 6, 0, 90,154, 184.8
ThirtyWest , Apartment, 1, 1, 4, 0, 89,178, 213.6
ThirtyWest , Bungalow, 1, 1, 2, 0, 99,129, 154.8
Vermont , Bungalow, 2, 6, 5, 0, 92,164, 196.8
Figueroa , Bungalow, 2, 5, 5, 1, 101,231, 138.6
Orchard , Bungalow, 1, 1, 4, 0, 99,173, 207.6
Ellendale , Bungalow, 3, 5, 8, 0, 94,159, 190.8
Ellendale , Bungalow, 3, 5, 7, 0, 102,127, 152.4
Hoover , Bungalow, 3, 5, 6, 1, 102,190.5, 114.3
Adams , Bungalow, 3, 3, 6, 1, 105,229.5, 137.7
Figueroa , Bungalow, 3, 5, 6, 1, 105,235.5, 141.3
Vermont , Bungalow, 3, 6, 8, 1, 103,222, 133.2
Vermont , Bungalow, 2, 5, 4, 0, 87,179, 214.8
TwentyThird , Apartment, 1, 1, 3, 0, 94,185, 222
Hoover , Apartment, 3, 3, 7, 1, 94,246, 147.6
Hoover , Bungalow, 1, 1, 3, 0, 96,125, 150
ThirtyWest , Bungalow, 3, 4, 8, 1, 105,162, 97.2
Adams , Bungalow, 1, 1, 3, 0, 94,101, 121.2
Figueroa , Apartment, 3, 3, 8, 1, 100,217.5, 130.5
Orchard , Bungalow, 1, 2, 2, 0, 85,179, 214.8
Adams , Apartment, 3, 4, 6, 1, 103,193.5, 116.1
Jefferson , Apartment, 2, 3, 6, 0, 99,117, 140.4
Adams , Bungalow, 2, 6, 5, 1, 96,178.5, 107.1
Menlo , Bungalow, 2, 3, 4, 0, 101,187, 224.4
Figueroa , Apartment, 2, 6, 5, 0, 93,114, 136.8
Adams , Bungalow, 3, 6, 8, 1, 93,153, 91.8
Orchard , Bungalow, 1, 2, 2, 0, 86,148, 177.6
Jefferson , Bungalow, 1, 1, 3, 0, 93,198, 237.6
TwentyThird , Bungalow, 2, 4, 6, 0, 90,136, 163.2
Hoover , Bungalow, 2, 6, 6, 0, 102,140, 168
Ellendale , Bungalow, 2, 5, 5, 0, 105,131, 157.2
Hoover , Bungalow, 1, 2, 2, 0, 88,158, 189.6
Orchard , Bungalow, 2, 6, 5, 0, 103,134, 160.8
Hoover , Bungalow, 3, 4, 7, 1, 86,213, 127.8
Orchard , Bungalow, 2, 3, 6, 1, 101,243, 145.8
Menlo , Bungalow, 1, 2, 2, 0, 88,123, 147.6
Hoover , Bungalow, 3, 3, 7, 1, 96,258, 154.8
Menlo , Apartment, 2, 6, 4, 1, 97,240, 144
Hoover , Apartment, 1, 1, 3, 0, 87,195, 234
Menlo , Bungalow, 1, 1, 3, 0, 95,178, 213.6
ThirtyWest , Apartment, 1, 1, 3, 1, 93,187.5, 112.5
Hoover , Apartment, 1, 1, 4, 1, 93,207, 124.2
Figueroa , Apartment, 2, 4, 5, 1, 97,256.5, 153.9
Menlo , Apartment, 2, 6, 6, 0, 104,138, 165.6
Ellendale , Bungalow, 1, 2, 4, 0, 90,159, 190.8
Figueroa , Bungalow, 1, 1, 2, 1, 88,252, 151.2
Ellendale , Bungalow, 1, 2, 2, 1, 104,232.5, 139.5
Vermont , Bungalow, 1, 1, 2, 1, 97,258, 154.8
Orchard , Bungalow, 1, 1, 2, 1, 96,205.5, 123.3
Figueroa , Apartment, 2, 3, 5, 0, 92,191, 229.2
Adams , Bungalow, 1, 2, 4, 1, 94,198, 118.8
Figueroa , Bungalow, 2, 4, 6, 1, 105,288, 172.8
Menlo , Apartment, 3, 5, 8, 0, 104,113, 135.6
TwentyThird , Bungalow, 1, 2, 2, 1, 99,294, 176.4
Figueroa , Bungalow, 3, 3, 8, 1, 86,162, 97.2
Orchard , Bungalow, 1, 2, 4, 0, 86,173, 207.6
Orchard , Apartment, 3, 3, 6, 1, 97,246, 147.6
Adams , Apartment, 3, 5, 7, 1, 103,246, 147.6
Figueroa , Apartment, 1, 1, 2, 0, 88,181, 217.2
Jefferson , Apartment, 3, 5, 6, 1, 105,207, 124.2
TwentyThird , Bungalow, 2, 4, 4, 1, 101,300, 180
Ellendale , Bungalow, 2, 3, 5, 0, 90,110, 132
Adams , Bungalow, 2, 5, 6, 0, 103,109, 130.8
Menlo , Bungalow, 3, 4, 6, 1, 96,253.5, 152.1
Vermont , Bungalow, 3, 6, 8, 0, 87,113, 135.6
Figueroa , Apartment, 1, 1, 2, 1, 93,270, 162
Orchard , Apartment, 2, 5, 4, 1, 88,234, 140.4
Menlo , Bungalow, 1, 2, 2, 1, 91,283.5, 170.1
Jefferson , Apartment, 3, 4, 8, 1, 92,175.5, 105.3
Orchard , Bungalow, 3, 4, 8, 1, 102,189, 113.4
ThirtyWest , Bungalow, 1, 2, 2, 0, 89,122, 146.4
TwentyThird , Bungalow, 2, 3, 4, 0, 101,169, 202.8
ThirtyWest , Apartment, 2, 5, 4, 0, 99,107, 128.4
ThirtyWest , Apartment, 2, 4, 6, 1, 96,228, 136.8
Adams , Apartment, 2, 6, 4, 0, 100,160, 192
Hoover , Bungalow, 3, 5, 7, 1, 98,153, 91.8
Jefferson , Apartment, 2, 3, 5, 0, 90,116, 139.2
Figueroa , Apartment, 2, 5, 4, 1, 97,211.5, 126.9
Jefferson , Apartment, 2, 5, 5, 1, 100,271.5, 162.9
Menlo , Apartment, 3, 3, 8, 0, 98,103, 123.6
Orchard , Apartment, 2, 4, 6, 0, 85,104, 124.8
ThirtyWest , Apartment, 1, 2, 4, 1, 103,201, 120.6
Hoover , Bungalow, 1, 1, 4, 0, 85,134, 160.8
TwentyThird , Bungalow, 2, 3, 4, 0, 93,184, 220.8
Adams , Bungalow, 1, 2, 2, 1, 91,192, 115.2
Orchard , Bungalow, 1, 2, 4, 0, 94,108, 129.6
TwentyThird , Bungalow, 1, 2, 3, 1, 88,280.5, 168.3
Ellendale , Apartment, 3, 5, 6, 1, 97,210, 126
Menlo , Apartment, 3, 4, 7, 0, 86,150, 180
Figueroa , Apartment, 1, 1, 4, 1, 91,297, 178.2
TwentyThird , Apartment, 3, 3, 6, 1, 86,250.5, 150.3
Vermont , Apartment, 1, 1, 4, 1, 88,187.5, 112.5
ThirtyWest , Bungalow, 2, 5, 4, 0, 89,129, 154.8
Orchard , Bungalow, 1, 2, 3, 0, 103,116, 139.2
Adams , Apartment, 1, 2, 2, 0, 92,121, 145.2
Hoover , Apartment, 3, 5, 7, 1, 88,199.5, 119.7
Menlo , Apartment, 3, 6, 8, 1, 101,222, 133.2
Jefferson , Bungalow, 2, 5, 5, 1, 95,193.5, 116.1
Hoover , Apartment, 2, 6, 6, 0, 88,122, 146.4
Hoover , Apartment, 1, 2, 4, 1, 95,241.5, 144.9
TwentyThird , Bungalow, 1, 2, 4, 0, 102,126, 151.2
Figueroa , Bungalow, 3, 3, 8, 0, 104,112, 134.4
ThirtyWest , Bungalow, 3, 6, 7, 1, 101,291, 174.6
Jefferson , Bungalow, 2, 3, 5, 0, 105,191, 229.2
Ellendale , Bungalow, 3, 3, 6, 0, 94,162, 194.4
Figueroa , Bungalow, 2, 6, 6, 1, 90,249, 149.4
ThirtyWest , Bungalow, 3, 3, 6, 0, 93,193, 231.6
Vermont , Bungalow, 3, 4, 7, 0, 99,147, 176.4
Menlo , Apartment, 2, 5, 6, 1, 91,252, 151.2
Menlo , Apartment, 2, 5, 6, 1, 99,196.5, 117.9
Orchard , Apartment, 2, 5, 4, 0, 90,101, 121.2
Menlo , Apartment, 1, 1, 4, 1, 97,258, 154.8
Orchard , Bungalow, 2, 4, 5, 1, 92,199.5, 119.7
Hoover , Bungalow, 1, 2, 2, 1, 102,208.5, 125.1
Menlo , Bungalow, 2, 4, 4, 0, 98,182, 218.4
ThirtyWest , Bungalow, 3, 4, 6, 0, 93,175, 210
Ellendale , Bungalow, 3, 4, 7, 0, 88,180, 216
Vermont , Apartment, 1, 1, 4, 0, 96,170, 204
Orchard , Apartment, 2, 6, 5, 0, 104,130, 156
Vermont , Apartment, 2, 4, 4, 1, 91,159, 95.4
Menlo , Bungalow, 2, 4, 4, 0, 92,138, 165.6
Menlo , Apartment, 1, 2, 2, 0, 103,154, 184.8
Ellendale , Apartment, 3, 3, 7, 0, 89,107, 128.4
Orchard , Apartment, 3, 3, 7, 1, 99,150, 90
Vermont , Apartment, 3, 3, 6, 0, 99,127, 152.4
TwentyThird , Bungalow, 2, 4, 5, 0, 90,170, 204
Jefferson , Bungalow, 1, 1, 3, 0, 93,165, 198
Vermont , Bungalow, 3, 3, 7, 1, 91,213, 127.8
ThirtyWest , Apartment, 2, 5, 4, 1, 87,229.5, 137.7
Menlo , Bungalow, 1, 1, 4, 1, 85,288, 172.8
Vermont , Bungalow, 2, 4, 4, 1, 103,201, 120.6
Jefferson , Bungalow, 3, 3, 8, 0, 90,104, 124.8
Vermont , Bungalow, 3, 4, 8, 1, 97,300, 180
TwentyThird , Bungalow, 1, 1, 4, 0, 101,132, 158.4
Adams , Apartment, 3, 6, 7, 0, 89,134, 160.8
Hoover , Apartment, 1, 1, 4, 1, 103,166.5, 99.9
Hoover , Bungalow, 3, 5, 6, 0, 87,156, 187.2
Vermont , Bungalow, 3, 6, 7, 0, 89,135, 162
Ellendale , Apartment, 2, 3, 5, 0, 100,123, 147.6
Adams , Apartment, 3, 4, 7, 0, 104,172, 206.4
Hoover , Bungalow, 2, 6, 6, 1, 103,183, 109.8
Ellendale , Bungalow, 2, 4, 6, 0, 103,160, 192
Orchard , Apartment, 1, 1, 2, 1, 96,268.5, 161.1
Ellendale , Apartment, 2, 3, 6, 1, 89,195, 117
Adams , Apartment, 2, 3, 6, 0, 92,154, 184.8
